iteration,reward_mean,episode_len_mean,sample_time_s,learn_time_s,elapsed_time_s,iter_time_s
57,19.384346981164285,17.14351851851852,0.0,0.0,35237.55702114105,929.1631147861481
58,22.481106060105773,18.828703703703706,0.0,0.0,36161.80460977554,924.2326233386993
59,21.198035429254322,18.50462962962963,0.0,0.0,37081.69183635712,919.8680291175842
60,25.620650538050395,20.685185185185183,0.0,0.0,38004.70007228851,922.97283244133
61,21.09832712728197,18.45833333333333,0.0,0.0,38927.44638514519,922.7295751571655
62,23.045816488581618,19.25,0.0,0.0,39860.81170749664,933.3484396934509
63,20.112728467989353,17.074074074074073,0.0,0.0,40780.616644859314,919.7909409999847
64,23.94111230341788,19.27777777777778,0.0,0.0,41703.68174743652,923.0493505001068
65,21.574819975458336,18.625,0.0,0.0,42625.46727991104,921.7667098045349
66,24.32266263602395,20.083333333333332,0.0,0.0,43549.3490960598,923.8657410144806
67,25.738121278337026,21.449074074074073,0.0,0.0,44473.2592189312,923.8961725234985
68,23.509180621493492,19.685185185185183,0.0,0.0,45393.136248111725,919.8604509830475
69,31.572507573959214,24.962962962962962,0.0,0.0,46321.60874271393,928.454038143158
70,27.679450755624543,23.722222222222218,0.0,0.0,47249.22196435928,927.5769476890564
71,28.276395540041083,25.083333333333332,0.0,0.0,48174.943485975266,925.705804347992
72,31.483831981699325,28.39814814814815,0.0,0.0,49102.06020116806,927.0996165275574
73,33.44742928895439,28.541666666666668,0.0,0.0,50029.85792970657,927.7830035686493
74,31.063460975690493,28.342592592592595,0.0,0.0,50961.80889368057,931.9315650463104
75,38.882294942761376,33.98148148148149,0.0,0.0,51887.64218068123,925.8195443153381
76,32.45979569394183,28.92592592592593,0.0,0.0,52811.065418958664,923.4085493087769
77,29.65839803403567,26.203703703703706,0.0,0.0,53739.146168231964,928.0654742717743
78,38.22885569215083,30.925925925925924,0.0,0.0,54670.316093444824,931.1537380218506
79,36.60663958428604,32.5462962962963,0.0,0.0,55600.170162677765,929.8362600803375
80,42.51579858866103,33.87962962962963,0.0,0.0,56531.32670688629,931.121191740036
81,38.6920613081294,31.574074074074076,0.0,0.0,57462.55721569061,931.2138600349426
82,33.88314717341347,29.27777777777778,0.0,0.0,58387.576664447784,925.0049076080322
83,38.60105922073697,30.77777777777778,0.0,0.0,59310.146119594574,922.55224442482
84,46.3690885652806,37.12037037037037,0.0,0.0,60239.572159051895,929.408082485199
85,40.71493075768544,31.416666666666668,0.0,0.0,61167.837401390076,928.2380676269531
86,44.84888540373732,35.22222222222222,0.0,0.0,62097.0342233181,929.1813933849335
87,38.563618492827196,30.009259259259256,0.0,0.0,63029.994901657104,932.9379589557648
88,38.37598984834477,31.32407407407407,0.0,0.0,63959.33166217804,929.317097902298
89,47.2972443663762,34.199074074074076,0.0,0.0,64887.08520698547,927.7368004322052
